IsAggressive	Comment
0	:I added picture of 1 Israelis killed baby to article from.  
0	Hello and welcome to Wikipedia! Hope you like it here, and stick around.Here are some tips to help you get started:*To sign your posts (on talk pages, for example) use the '~' symbol. To insert just your name, type ~~~ (3 tildes), or, to insert your name and timestamp, use ~~~~ (4 tildes).* Try the Tutorial, and feel free to experiment in the test area.* If you need help, post a question at the Help Desk* Eventually, you might want to read the Manual of Style and Policies and Guidelines.*Remember Wikipedia:Neutral point of view* Explore, be bold in editing pages, and, most importantly, have fun!Good luck! ]] 
0	alone, though - thanks - JL
0	::Some people do not like pictures of Palestinian children killed by Jews but they do not say why? They want to hide the pictures from Wikipedia readers. Is there a good reason?  
0	== NLP ==Thanks for asking me.  I have replied at Talk:Neuro-linguistic_programming (and at Wikipedia talk:External_links/temp#Against).  14:32, 2004 Dec 26 (UTC)
0	I added a Difficult Labels section to start us off.  It is really quick and dirty but I think it provides a good start for us to work off of.   
0	`I don't believe that ``The Family International`` formerly known as ``The Family``, ``Family of Love``, Children of God and many front names internationally, should be called a ``cult`` and here is why. I love ``cult`` classic movies and sometimes when one refers to a ``cult`` following it is nothing more than a fan club. Now if it were called a ``Highly Destructive Cult`` or something more specific I could heartily agree having been exploited in the group in my youth and seen it leading towards gross abuse and negligence of second generation children. I don't think movie stars or famous people would throw their support behind a group that clearly has advocated pedophilia right from the top (David Brandt Berg) or things like the ``LJR`` instituted under Zerby and co. Neither do I put any stock in hired guns or ``experts`` that defend ``The Family`` or whatever they may be calling themselves at any given time because in any profession there are people that would defend Jeffrey Dahmer or NAMBLA followers if paid enough or given enough favors or noteriety. So I would call it an ``HDC`` and that is MILD.`
1	i am using the sandbox, ass wipe
1	== GOD DAMN ==GOD DAMN it fuckers, i am using the GOD DAMN sand box
0	GOD DAMN GOD DAMN GOD DAMN GOD DAMN GOD DAMN GOD DAMN GOD DAMN GOD DAMN GOD DAMN GOD DAMN
0	I redirected it to the album, hopefully this will prevent anyone else making the same mistake as you. Feel free to revert if you disagree.  
0	  If you are aware that it is a personal attack, then why are you re-inserting the offending personal attacks, and suggesting that they are not REALLY personal attacks?
0	`::::::: 1. You do not have to read through dozens of pages of comments. You merely have to read the phrase ``anti-Islamic cut and past [sic] troll`` and use the process of rational thought to come to the logical conclusion that this constitutes a personal attack, and that personal attacks are in direct violation of wikipedia policy and can be deleted on sight. Please answer the very simple question: Is the phrase ``anti-Islamic cut and past [sic] troll`` a personal attack or is  it not a personal attack?  ::::::: 2. What does Wikipedia:Requests for arbitration/168.209.97.34 have anything to do with any of this? Pename`
0	`::::::::: I am not user 168.209.97.34. On what basis are you acusing me of being that user? Please answer the very simple question: Is the phrase ``anti-Islamic cut and past [sic] troll`` a personal attack or is  it not a personal attack?  Do you deem this to be acceptable language on Wikipedia? Pename`
0	`== ``During her stay she communicated with Danny ... During her stay she communicated with Danny`` ==Looks like we have a repeating paragraph about ``Danny`` in all the confuson. Furthermore, it is interesting to see how this NPOV paragraph is subtly morphing into a more POV version in just a few hours:``Through February and March, according to ISM activists and e-mails Corrie sent to her family, she participated in a variety of actions, including protesting Israeli army demolitions of Palestinian homes by acting as a human shield; placing herself between Palestinian civilians and Israeli troops; protecting Palestinian wells from the Israeli army; criticizing the Bush administration for alleged complicity in the conflict; and demonstrating against the 2003 invasion of Iraq, where she burned a paper-drawn U.S. flag.````Through February and March, according to ISM activists and e-mails Corrie sent to her family, she participated in a variety of actions, including protesting Israeli army demolitions of Palestinian homes in the militant stronghold of Rafah, by acting as a human shield; placing herself between Palestinians (missing civilians) and Israeli troops; protecting wells from the Israeli army; (missing criticizing the Bush administration for alleged complicity in the conflict; and demonstrating against the 2003 invasion of Iraq, where she burned a paper flag) and burning a paper U.S. flag during a demonstration. ``  `
0	== I feel your pain ==It is very frustrating. I don't know believe there will ever be a solution. It is an ancient legacy.  
0	::Yes, that's good, but a stronger effort at NPOVing this article would be welcome.  
0	`== Introduction has been horribly POVed ==And that's just the beginning of a concerted effort that has badly slanted the entire article. I've been reviewing the history of the introduction and would like you to see how badly it has been degrading. It's really discouraging to see how this honorable woman's memory is being disgraced. I really would rather not be a part of it anymore so please feel free to carry on.    *The day after she was killed this was the full article:``Rachel Corrie (? - March 16, 2003), an American college student, was a member of the International Solidarity Movement protesting Israeli action in the Israel-Palestinian conflict. She was killed by an Israeli bulldozer in Rafah, Gaza. While speaking via a loudspeaker and wearing a red coat, in front of a physician's home which the Israelis intended to bulldoze, Corrie fell down. A bulldozer then ran over her twice. Later, as a group of people gathered, a man was shot and killed by the Israel Defence Forces. Corrie was a senior at Evergreen State College in Olympia, Washington.``*A week after she was killed:``Rachel Corrie (1979 - March 16, 2003) was an American peace activist who was crushed to death while attempting to block an Israel Defense Forces (IDF) bulldozer in a Gaza Strip refugee camp.Corrie grew up in Olympia, Washington, and graduated from Capital High School. She had been a senior at the Evergreen State College in Olympia, where she studied the arts and international relations. She took a leave of absence to participate in resistance against the IDF as a member of the Palestinian-led International Solidarity Movement (ISM). In her home town, she was known in the local peace movement and an active member of the Olympia Movement for Justice and Peace.Friends describe Corrie as athletically slender with blond hair and thoughtful, intelligent eyes. She played soccer, gardened and loved the poems of Pablo Neruda. She was the daughter of Craig Corrie, an insurance executive, and Cindy Corrie, a school volunteer and flutist.``*April 2003:``Rachel Corrie (1979 - March 16, 2003) was an American peace activist who was crushed to death during the Al-Aqsa Intifada, while attempting to block an Israel Defense Forces (IDF) bulldozer in a Gaza Strip refugee camp.*From December, 2003:``Rachel Corrie (April 10, 1979 - March 16, 2003) was an American activist who was crushed to death when protesting Israeli occupation of the Gaza Strip.As a member of the International Solidarity Movement (ISM), she traveled to Rafah during the Al-Aqsa Intifada and tried to block an Israel Defense Forces (IDF) Caterpillar D9 bulldozer. She was fatally wounded during this incident.``*From April 2004:Rachel Corrie (April 10, 1979 - March 16, 2003) was a member of the International Solidarity Movement (ISM) who traveled to Rafah in the Gaza Strip during the Al-Aqsa Intifada. While protesting the Israeli occupation, she was was fatally wounded when she tried to block an Israel Defense Forces (IDF) Caterpillar D9 bulldozer.Her death sparked controversy, with various advocates scrambling to blame it on the IDF, the ISM, ``Palestinian terror``, and on Corrie herself.*From October 2004:``Rachel Corrie (April 10, 1979 - March 16, 2003 was a member of the International Solidarity Movement (ISM) who was run over and killed by an Israeli soldier operated bulldozer while she was protesting Israeli demolitions of Palestinian homes in Rafah in the Gaza Strip.Her death sparked controversy because she was a peaceful protester and a U.S. citizen, yet the U.S. did not conduct or even demand an official investigation and Israel has not held anyone responsible for her death.``*Yesterday:``Rachel Corrie (April 10, 1979—March 16, 2003) was a member of the International Solidarity Movement (ISM) who was killed when she confronted an Israeli soldier-operated bulldozer while protesting Israeli demolitions of Palestinian homes in Rafah in the Gaza Strip.     Her death sparked controversy, in part because she was the first Western protester and U.S. citizen to be killed in the Arab-Israeli conflict, and in part because of the highly politicized nature of the conflict itself. Advocates 
0	`Is there a ``no observed adverse effects level`` (NOAEL) established for omega-3?   `
0	==WT:AN==Actually, I was fairly careful (when I sorted out stuff on WP:AN just after it was set up) to make sure things were in the right context, and I think your comment was in the right place, with all similar comments. However, since you originally posted it on TBSYD's Talk: page (before he moved the entire lot to WP:AN), you have every right to delete it from WT:AN; I just wanted to reply to your (unknowing -) comment on my sorting-out.   
0	`Hi - I saw your footnote proposal, and I'm guessing that making sure thatpeople cite their sources is important to you.  Please take a look atWikipedia:Village pump (proposals) at my proposal,``Remind people to cite sources while editing``, and if you like it,please put in a good word for it.  Thanks!   03:02, 2004 Dec 22 (UTC)`
0	`It's worth noting somewhere that the term ``sustainable`` or ``sustainability`` is heavily deprecated among Greens and especially Gaians for implying some kind of steady-state output.In other words, ecological yields vary, and can be maximized but will still vary considerably with weather patterns, insect migration paths, and etc... they can't be made as uniform as outputs of a factory - which almost seems to be the goal of ``sustainability``.Also, to say something is ``sustainable`` or ``not`` implies that there is some actual test for it.  Which there isn't.  It's all a matter of scenarios and guesses.The ``Limits to Growth`` type of numerical modelling, largely discredited now, was the actual origin of the ``sustainable`` paradigm.Today ecologists are far more concerned with homeostasis, keystone species, and homeorhetic process, none of which benefit much from external measures of ``sustainability``.Complex problem.  Don't pretend to have an answer or a clear altnerative term.`
0	`old sections), and putting it all in ``Archive 3.```
0	`:  If your edit history is any indicator, by ``condense`` you mean destroy information without discussion or just reason, in order to make the article conform with a radically apologetic POV. Just now you have declared your intentions to remove any quotions from the works of any Muslim religious scholars, so-called ``sheiks.`` Your justification? That the entry on Jihad in Microsofts Encarta's free online edition does contain ``citations from sheiks.`` It's an outrage that you are able to do such things on the wikipedia project. Pename: `
0	`: '''LAST WARNING``Due warning: every time our anonymous friend makes a personal attack, I'm removing it. See Wikipedia:no personal attacks, also see Wikipedia:Remove personal attacks. I've had quite enough of their abuse. To the anonymous user, please start showing a more mature response when replying to comments or arguing your case. -   (modified  )`` < WIKIPEDIA POLICIES DO NOT ONLY APPLY TO ANONYMOUS USERS, THEY APPLY TO _ALL_ USERS, INCLUDING ONEGUY. ANYONE WHO ENGAGES IN PERSONAL ATTACKS IS LIABLE TO HAVE HIS OR HER COMMENTS DELETED, AND THAT INCLUDES ONEGUY.  Pename`
0	`: ``'''Due warning: every time our anonymous friend makes a personal attack, I'm removing it. See Wikipedia:no personal attacks, also see Wikipedia:Remove personal attacks. I've had quite enough of their abuse. To the anonymous user, please start showing a more mature response when replying to comments or arguing your case. -   (modified  )`` < WIKIPEDIA POLICIES DO NOT ONLY APPLY TO ANONYMOUS USERS, THEY APPLY TO _ALL_ USERS, INCLUDING ONEGUY. ANYONE WHO ENGAGES IN PERSONAL ATTACKS IS LIABLE TO HAVE HIS OR HER COMMENTS DELETED, AND THAT INCLUDES ONEGUY.  Pename`
0	Leaving aside the fact that it outrageous abuse from the likes of OneGuy and Ta bu shi da yu's that drove me to make personal attacks against these characters back when I first started editing  Wikipedia, and leaving aside OneGuy's lies about why I stopped using the Pename account (i simply lost the password), the fact remains that WHATEVER PERSONAL ATTACKS I MIGHT HAVE MADE IN THE PAST DOES NOT MEAN THAT ONEGUY IS NOW FREE TO ENGAGE IN WHATEVER PERSONAL ATTACKS HE CAN CONJURE. AND NO MATTER HOW MANY OF HIS SYSOP FRIENDS TA BU SHI DA YU BRINGS AROUND HERE TO HELP HIM AND ONEGUY WITH THEIR GANGSTER-LIKE BEHAVIOUR AND ABUSE AGAINST ME, IT WILL NOT CHANGE THE FACT THAT PERSONAL ATTACKS ARE AGAINST WIKIPEDIA POLICY, AND THAT THIS POLICY APPLIES TO EVERYONE INCLUDING ONEGUY.  Pename
0	`, then the above statement is not from you, but the comments by one guy is also not adressed to you. Decide which one you want and stop bugging me with your rants  Chris 73 Talk `` <- You had better change the abuse tone that you are speaking in, ``Chris 73.`` I do not appreciate you comming here to post your comments, accusing me of being people that I am not, and then referring to my responses to you ``rants`` and telling me to ``stop bugging you.``  Referring to everything that I say as a ``rant`` is a form of personal attack, for which you should ideally be held accountable.  It is you who came here, it is you who threatened to ban me, it is you who is re-inserting OneGuy's personal attacks against me on the Jihad discussion page, so it is you who is doing the bugging, not  me. It's evident that ``Ta bu shi da yu`` has brought you here as a sysop friend of his to help him engage in this gang-like abuse against me, unjustly threatening me with bans, and mindlessly supporting every ridiculous and outrageous personal attack against me, while trying to send me to the electric chair because I engaged in personal attacks in the _past_. Your behavior, chris 73, is highly suspect, and so is your impartiality.`
0	`== Re: Alfred Rosenberg == I have just read the free license page, and it would seem I am guilty of assuming that offering credit for a copyrighted image makes it ``ok`` to use it. The image is from one of the inside pages of Robert Cecil's book; I tore it out and scanned it. My humblest apologies.  `
0	I moved material from the euler formula page to this page. I did some merging but the page still needs some more work.  
0	::Make that four, fifth is underway.  This is rediculous!   
0	== Useful info? ==http://www.sim64.co.uk/queens.html may provide useful info to solve the annus horribilis question (and others).  
0	*I was testing nothing.  What the hell are you talking about?  Oh, and please leave your name instead of just adding a template to my page.  Thanks! !
0	`What I find, reading these paragraphs, is a decidedly pro-Zayed bias. To assume that anyone who criticizes him in that article must have never went near the Middle East, or the UAE, is preposterous. My own contributions, as well as others, are based on travel and life in the UAE, as well as trustworthy sources like the BBC and Reuters, among others. Also, that he funded all those wonderful projects around the world is not in dispute. To say that it was from his own pocket, however, is ludicrous. As with all the rich Gulf leaders, their personal wealth CAME from the nation's oil wealth. Their checkbooks and the State Treasury were often indistinguishable. Nevertheless, Zayed could have easily chosen to horde the UAE's wealth only for Emiratis, but he didn't, and that is evident. As far as the propaganda pictures and TV footage Falcon44 refers to, I have seen it with my own eyes. It does not negate what he did, but it's important to edify readers that Media in the UAE is strictly controlled, and cult-worship of the ruling families was institutionalized. Again, this does not mean that Zayed was not genuinely liked and admired, but it is important to state all the facts. The simple fact is that there was not one jot of criticism allowed on the airwaves or in print. This is no great slur on Zayed or the UAE. The only 3 relatively lively and free presses in the Arab world are Lebanon, Egypt, and pre-war Kuwait. Qatar is just now experimenting with free media. Regardless, what is more evidence of a pro-Zayed bias then the systematic removal of every scrap of criticism from the article? Why do certain individuals not want the world to know that one of his weddings is recorded in the Guinness Book of Records as the most expensive ever? Why are they afraid to let people know that Zayed's ``election`` to the Presidency was by a mere group of 6 sheiks and not by a free and popular vote? All these facts were shamelessly deleted several times from the article. THAT is what I call bias. Also, you quoted one of his advisors. It is not very shocking that such a person would be overflowing with praise about his employer and benefactor. I do not consider that an objective source. That doesn't mean it cannot be mentioned. As long as it is made clear who said it, the readers can draw their own conclusions about the possible bias of the quotation.  Perhaps you should include that quotation in the article, Falcon. Also, regarding the Zayed Center, that was not my contribution, but I find it very interesting. What you mentioned about it in this talk section is very important. I look forward to you expanding on how he founded the center, and why he became disenchanted with it and withdrew his support.Oh, incidentally, it would be a great help if you, and all contributors, made use of the ``edit summary`` section so that the rest of us can more efficiently keep track of who added/deleted what and for what reason. Thanks. `
0	`== Article Licensing ==Hi, I've  to get users to multi-license all of their contributions that they've made to either (1) all U.S. state, county, and city articles or (2) all articles, using the Creative Commons Attribution-Share Alike  (CC-by-sa) v1.0 and v2.0 Licenses or into the public domain if they prefer.  The CC-by-sa license is a true free documentation license that is similar to Wikipedia's license, the GFDL, but it allows other projects, such as WikiTravel, to use our articles.  Since you are among the top 1000 Wikipedians by edits, I was wondering if you would be willing to multi-license all of your contributions or at minimum those on the geographic articles.  Over 90% of people asked have agreed.  For More Information:* - Lots of questions answered*Multi-Licensing Guide*To allow us to track those users who muli-license their contributions, many users copy and paste the ``{{DualLicenseWithCC-BySA-Dual}}`` template into their user page, but there are other options at Template messages/User namespace.  The following examples could also copied and pasted into your user page::Option 1:I agree to [[Wikipedia:Multi-licensing|multi-license]] all my contributions, with the exception of my user pages, as described below::{{DualLicenseWithCC-BySA-Dual}}OR:Option 2:I agree to [[Wikipedia:Multi-licensing|multi-license]] all my contributions to any [[U.S. state]], county, or city article as described below::{{DualLicenseWithCC-BySA-Dual}}Or if you wanted to place your work into the public domain, you could replace ``{{DualLicenseWithCC-BySA-Dual}}`` with ``{{MultiLicensePD}}``.  If you only prefer using the GFDL, I would like to know that too.  Please let me know what you think at my ''''''.  It's important to know either way so no one keeps asking.  –  (comment) [[]] `
0	`== Your personal attacks ==This is to advise you to refrain from posting false allegations about  supposedly using sock-puppets or being someone's sock-puppet. I have removed these false allegations as they violate the Wikipedia policy of ``no personal attacks``.  22:07, 2004 Dec 30 (UTC)`
0	`== Your personal attacks ==This is to advise you to refrain from posting false allegations about  supposedly using sock-puppets or being someone's sock-puppet. I have removed these false allegations as they violate the Wikipedia policy of ``no personal attacks``. 22:07, 2004 Dec 30 (UTC)== Last warning: Your personal attacks ==By deleting my notice to you (restored above) and repeating your personal attacks you are violating Wikipedia policies. This is your last warning.  04:22, 2004 Dec 31 (UTC)`
0	:Sorry for calling you a coward, but how exactly is creating a template stating that an article had been through previous VfDs then adding it to a page up for VfD vandalism?
0	== Collin Powell is going to the region ==somebody write about collin powwell and jeb bush going to the area
0	`There has been a great effort to improve this article. The background info that has been added is wonderful. Maybe we could tone down the ``propaganda`` a bit though? I feel that Russell was a man of God with the highest principles, but he had failings like everyone else. There is no shame in allowing the tone of the article to be neutral instead of positive. `
0	`== What to do about a spammer? == has been spamming articles with links to http://www.nlpweekly.com.  He's been particularly persistent on the Hypnosis article, reinserting the link at least four times  that is, if one gives him the benefit of the doubt that he is unrelated to the more than ten anonymous IPs who have reinserted that link into the article after it's been removed.  Now he's moved up to threatening me, telling me not to call his insistent reinsertion ``spam`` or revert it because ``Just remember, I can do the same to you...``  A look at his edits shows that all of his article edits are about getting nlpweekly.com linked, including this one, which either identifies Danniboy as NLP Weekly's editor or this as a big potential copyvio.  What can we do about this?   `
0	*So you're just deleting it, even though there are more keep votes on the VfD than delete?   
0	`==Wikipedia:Requests for arbitration/HistoryBuffEr and Jayjg/Evidence==Due to its disorganization and unmanageable length, I have moved the material from the evidence page, 495 kb, to a new location and set up a new page. Please summarize your evidence at the new page, Wikipedia:Requests for arbitration/HistoryBuffEr and Jayjg/Evidence, putting your evidence in a separate section, following the date and time format and limiting your presentation to no more than 1000 words and 100 diffs.  :Will reply on the Evidence talk page.  19:21, 2004 Dec 13 (UTC)== Something you noted ==I note that you remarked on the manner in which certain cases were quickly ignored, but others taken up with relish. So, I pose the question,If an active arbitrator admitted that they are a right wing POV warrier who has, in real life, even acted in such a way as to have been suspended from practicing law, are they fit to continue in their post and meet out judgements on others.Wikipedia:Current surveys/FrBaArbQuality  01:29, 2004 Dec 18 (omitted sig added)== Request for Arbitration ==Following the various tos-and-fros on WP:VIP, I have made a request for arbitration. You are one of a handful of users in the ``Various`` request.  :Request withdrawn; turns out that the user accused of being a sockpuppet has been blocked, therefore resolving the issue.  `
0	====Chinese yo-yo → Diabolo====Entry for Diabolo was removed and the topic nowadays just redirects to Chinese yo-yo. Chinese yo-yo is not the correct name for the item depicted in the entry. The juggling prop is called Diabolo universally in juggling circles. The original move was probably initiated by an ill-informed newbie to the art. The content of the page has deteroriated as people have been removing stuff which does not relate to Chinese yo-yo (which also looks different). Also the external links and the picture are irrelevant to 'Chinese yo-yo' as they clearly refer to Diabolo. Diabolo and Chinese yo-yo are quite two different things. I propose leaving a new empty entry for Chinese yo-yo which could be used to tell about the particular item. Addition: To see what I mean. Here's a Chinese Yo-Yo and here's a Diabolo. I ask for this change now because I thought someone more proficient with Wikipedia would come to resque and correct the error.    * Support - Initiated by me. I wrote much of the original Diabolo entry.   * Support - I've never heard the item depicted and described in that article refered to as anything but diabolo. —  * Support - I used to juggle diabolos, and I never called it a Chinese yo-yo.  * Support - I don't think it is fair to characterise the original move as ill-informed. But if different editors are pulling in different directions, it sounds like you may have a case for demerging the article. Diabolo can then concentrate on the juggling and Chinese yo-yo can concentrate on its origins, history, and use in Chinese dance etc. In which case a straight move wouldn't be required.   
0	`:Perhaps it's possible to talk about what John Harris says in his book ``The Last Party: Britpop, Blair and the Demise of English Rock``. There's a review at  - there was once a good extract on the Guardian site, but the only link I have now seems to be broken.  `
0	```The smaller pedestal desks with such a panel are sometimes called kneehole desks, and were usually placed against a wall.``Is that logical?Might ``with`` be a literal error for ``without``?`
0	duplicate info with the dino rossi page about the 2004 election.  detailed election info should be broken out.
0	This page is largely about the election of 2004, with dino himself discussed only at the bottom.   probably best to break out a new page
0	Is this supposed to be Jackson Hole, Wyoming? (sometimes the rambot and/or the census data don't like two-name towns)
0	== Why  does this article exist? ==Nowhere in science is a 'megatsunami' ever referred to. There's certainly no scientific defintion. It's purely a pop-culture term.  
0	Protector of neutrality why you continue not answering to these simple questions? 
0	By the way, I think it's really neat how the only argument against glasses that held any water was the one that it had a slightly different meaning a hundred (plus a good bit) years ago.   
0	What are the Differences between (not ANA)Baptist and Menonite Brethren?
0	== Amharic ==Hi, I noticed that you changed the notation of some examples in the Amharic language article. Could you explain what you're doing there? It seems like a change from IPA/Unicode to SAMPA or something, but I have the feeling that it's more difficult to read now. I hope to see your answer here or on Talk:Amharic language. Kind regards, —   
0	`Totalitarian and dictatorship are two words with meaning and indeed are defined at length on Wikipedia with their own articles. Perhaps we should delete the articles, because no regime could ever qualify. That is not what neutrality means. The USSR qualifies under those definitions, under the vast majority of non-Marxist scholarship (we have already dealt with the sources issue at length), as reflected in Britannica and Encarta which both deal with the former USSR at length and very adequately synthesize that scholarship into long articles. Also, earlier versions of this article included the terms and were edited out. I encourage those interested to go back and see what went on previously. The issue is whether ``totalitarian dictatorships`` are non-neutral language. I don't think they are non-neutral at all.  The words have meaning, I think Fred has written at length on how the USSR qualified and I defer to his effort. Perhaps someone should post it up here. Now is the time to resolve it. `
0	== Seperate article for the Gamefaqs boards. Yay or Nay? ==I think what I did was good as the article was getting past the limit. Should I vfd the seperate article so it can remerge or was that a good idea? 
0	* Keep an eye out for user Nex O-Slash. A friend pointed out the addition of 'John Quincy Adams' to the famous pimps list, which I deleted. History can attribute this addition to him. I'm a comparative n00b here, so I have no idea (without researching) whether further action can be taken.  
0	::::Your knowledge of Hebrew? Thank god that Jossi speaks Hebrew, to back you up. And the Humanist is a treasure for that as well, isn't it. But to have it look scholarly, it is simply to amateurish.  
0	Huh. Thanks for responding so quickly, Ferdinand. That's not all that went wrong. Someone went in and completely reverted back to the original article within two hours after a full week of research. Ah, the joys of online anonymity. But that is neither here nor there. Thank you VERY much for the tip. I keep DOING THAT. And now I know how to wrap!  
0	I don't like the last paragraph. Holding that you have some particular negative right doesn't mean that you believe that you have a right to make others protect you from having that right violated. That would mean you had double standard, in that you say you have negative rights, but someone else doesn't and therefore it's ok for you to coerce him to protect your negative rights. This would be an akward position to hold, and i doubt many people do hold it. So, I'm thinking about deleting the paragraph. (RJII) Dec 23 2004
0	:Please add a suggestion how to do that.  
0	:No problem, as long as you recognize that you are wrong.  
0	== Getting to NPOV ==It appears that everyone who has not displayed strong pro-Israeli bias agrees that 's version is more NPOV. It makes more sense to start from, and improve on, the more neutral version, rather than constantly reverting to an obviously POV anti-Arafat version, which is unlikely to ever become NPOV, doesn't it?  21:39, 2005 Jan 9 (UTC)
0	`:: According to ``The Uralic Languages`` (edited by Daniel Abandolo), palatalization is a feature of every language discussed in the book. They include Erzya, Meadow Mari, Hill Mari, Komi, Udmurt, Khanty, Mansi, Hungarian, Nenets, Selkup, Nganasan, Kamassian, Livonian, Estonian, Finnish (eastern dialects), Votic, Veps, and Northern Sami. There was no information on some minor languages in the book, but it can be easily seen that palatalization is common in every branch of the Uralic language family.  `
0	`== Synagogue ==Hi there! One or two comments and, please, do not be offended: Synagogue comes from the greek words συν 'syn' = con (as in 'con-servative' for example) and αγωγή 'agogi' = discipline/manner/education, which itself comes from the verb άγειν 'agein' = lead (also look here: http://dictionary.reference.com/search?q=synagogue)The word 'agogi' from the ancient times (and even today!) has an absolutely positive meaning: for example, in modern Greece, people say ``He has agogi`` meaning ``He has manners``, ``He knows how to behave`` etc.Therefore, I would ask you to accept my previous correction, which for some reason you thought it was offending or negative. It is NOT. That's how it is in Greek, and that's the truth... Kokoriko: 13:09 pm GMT, 9/1/05`
0	`== Anon ==Hi. I was just reading your talk page and wondered what ``anonymous post removed`` was all about. Im not trying to be stupid, I'm just new. Thanks! `
0	Austrian Flags at Zundel Rallieshttp://zundelsite.org/zundel_persecuted/free_zundel_rally_nov23.htmlAustria: Index of All PagesÖsterreichhttp://flagspot.net/flags/at-index.html#landAustrian (Austro-Hungarian), and German Flags are the most varied in the World.  If you KNEW ANYTHING ABOUT FLAGS (which you obviously do not) you would know that some block-head waving a Flag does NOT make it theirs. 
0	-The first paragraph of the 'notable characteristics' section states that aluminium is both soft and strong. This seems unlikely to be the case. In the case of pure aluminium the yield strength is in the region of 10 MPa which certainly isn't strong as far as construction materials are concerned (Al alloys may have yield strengths in the region of 200-500 MPa). As a result I have removed the word strong (alloying is mentioned later anyway).Surely aluminium is not resistent to magnetism but is simply non-magnetic? I have altered the 'applications' section to reflect this (and hopefully I'm right).The term 'weak' is ambiguous (strength, stiffness, hardness, toughness, fatigue resistance?). I replaced it with a link to tensile strength as this is probably the most familar mechanical property.
0	UggReasons for deletion request (as of Deletion Policy):*This article presents no kind of use*Incomplete*Not Comprehensive, and Lengthy enough—  via  01:02, 2005 Jan 12 (UTC)
1	Stop editing it.  I'm from Santa Clarita, I went to Saugus High School so I know that they are, in fact, gay.
0	== Vic arious Liability ==An employer is vicariously liable for negligent acts or omissions by his employee in the course of employment whether or not such act or omission was specifically authorised by the employer. To avoid vicarious liability, an employer must demonstrate either that the employee was not negligent in that the employee was reasonably careful or that the employee was acting in his own right rather than on the employer's business.It can also be understood this way: When one person is liable for the negligent actions of another person, even though the first person was not directly responsible for the injury. For instance, a parent can be vicariously liable for the harmful acts of a child and an employer can be vicariously liable for the acts of a worker.This I find very interesting, thinking of whether a demarcation exist. When can one say that the Employer is exonerated from the employee's acts, especially if the employee used the resources provided by the Employer (Tools, Vehicles, Landed Property etc)?I require additional research to give more details.If however anybody has anything to add, please assist.
0	`* I'm unaware of any agreement with the Bush administration position, outside of Britain and Poland...which is part of why nobody else was willing to send troops. One fact I had actually left out in an effort to keep the article neutral is that on a couple of occasions a Bush official claimed to show some national leader the ``Secret evidence`` which I mentioned uncritically, only to have that official then say ``I've seen no real proof at all``.  `
0	, at best, an emerging
0	P.S. Wow, that rhymes!  Here it is again in verse form:Please treat these 2 users with caution,for they are one and the same,and also happen to be Keith Wigdor,who is playing a sock-puppet game.I'm so excited because this is the first Keith-Wigdor poem that I ever wrote.  Thanks, Keith!   
0	, 13 Jan 2005 (UTC)Ahhhh, I see that Wigdor, er, I mean, User#24.168.66.27, is trying to worm his way back into this surrealism article again.  Stirling, you might want to check the logs to see how Wigdor was previously removed from the article.  Wigdor is nothing but an emerging artist who thinks he's the next Salvador Dali.   16:51
0	`== restored text that was deleted ==NEWBERRY, YOU HAVE TO BE CAREFUL OF USER 24.  HERE IS THE TEXT THAT USER 24 DELETED:Ahhhh, I see that Wigdor, er, I mean, User#24.168.66.27, is trying to worm his way back into this surrealism article again.  Stirling, you might want to check the logs to see how Wigdor was previously removed from the article.  Wigdor is nothing but an emerging artist who thinks he's the next Salvador Dali.  Keith, er, I mean, User#24.168.66.27, I have my messages saved as text in a separate file, so if you delete my posts, then I will simply reinsert them.  You can't bury the truth.   ==User#24.168.66.27, Please don't delete my posts.  That is very rude.==The following was deleted by user#24.168.66.27 this morning.  Why would he delete this post, I wonder:If anyone is curious, in the interests of creating a NPOV article about surrealism, it should be noticed that both user#63.169.104.2 and user#24.168.66.27 were the main users interested in pushing the Keith Wigdor article forward. If you have any doubts, then check the discussion page for that article.    It wasn't long ago that all references to ``Keith Wigdor`` were removed from this ``surrealism`` article. This removal occured because of Wigdor's total unimportance to the surrealist movement, for the simple reason that Keith Wigdor is, at best, an emerging digital artist who fancies himself as a being a surrealist, and who has many times attempted to pose as a surrealist. Needless to say, many of the english-speaking surrealist groups listed on this page know about him and refuse to have anything to do with him. Keith Wigdor appears again and again to disrupt all things genuinely surrealist.   It is also interesting to note, if you check the discussion archives of this ``surrealism`` article, that these same 2 users were also involved with promoting Keith Wigdor as a surrealist, in this very article. Also, if you look at some of the recent, belligerent, trollish, thike-ish posts of these 2 users, it shouldn't be unreasonable to suspect that perhaps both of these 2 IP numbers are being used by Keith Wigdor.For the 2 no-name users mentioned here, who are strongly associated with or strongly correlated with the antics of Keith Wigdor, it is difficult to imagine that their efforts in building this wiki article will be anything but disruptive and manipulative in the long run. Please treat these 2 users with extreme caution, for they are one and the same, and also happen to be Keith Wigdor, who is playing a sock-puppet game.  `
